Month,Pneumonia_Admissions_U5,Min_Temp_C,Max_Temp_C,Humidity_Percent,Rainfall_mm,Avg_Wind_Speed_kmph,Air_Quality_Index,Hospital_Beds_Occupied,Vaccination_Coverage_Percent,Winter_Season_Flag
2014-01,358,15.119210414864831,29.123109135352742,69.59748838097792,33.319326140112786,16.88726174704599,84.05481721726949,186,93.51058703630667,1
2014-02,375,18.183409001823676,26.331465807539196,64.05309950951971,115.31841957557208,11.584214341014988,110.4515948356667,214,80.72351245601847,1
2014-03,343,26.048939523852926,25.949401489167908,91.5221596153908,91.57133158256313,7.805194195372669,82.95710990298826,237,82.0609462165517,0
2014-04,371,11.130867959629212,28.99602042270371,74.2945301650247,66.24683771445558,18.14008444326056,124.06199116637339,194,74.44936631354993,0
2014-05,383,22.275791593841753,29.288699297033855,69.5912742793178,101.91692499056492,7.995220495602766,132.28931368902775,208,82.85880366079616,0
2014-06,336,12.76789836693871,27.674442243150718,74.63122026100372,145.74626745101924,5.104486530167751,84.23332646091639,197,77.66108822409221,0
2014-07,421,15.898829665912057,26.356599957015277,74.46383536742496,89.81247413904107,5.829074760635906,79.6940182016444,238,93.33083260687131,0
2014-08,348,23.846528524719414,31.52988286361094,70.07714039542097,80.71671918777635,15.926889072593731,118.7498444794416,183,91.59665554174211,0
2014-09,371,18.405787533583965,22.773172279642246,82.0745269653013,66.85107091152473,5.329322589612753,129.52447295566535,208,81.32155314942175,0
2014-10,366,13.351934917164737,20.60938214333796,82.50379413587808,64.19931391134767,19.882778684506533,75.03388847174917,221,96.45441379091677,0
2014-11,369,14.525382499419187,25.87956473609479,66.46472489208371,99.9084178732995,-0.5614624407479152,82.35748264256657,229,90.88968088409544,0
2014-12,422,20.415921309250574,27.52736977803539,71.57129630246753,50.92876037010972,19.763128522207772,85.76738733808615,203,82.63361356226525,1
2015-01,359,14.690356654590225,30.53338301647476,70.78029987488746,84.71652636487634,12.843957097185397,66.3683487541325,196,70.34141109231295,1
2015-02,439,19.036250580703385,34.574606219068166,50.36028347861539,66.56818550674448,10.529254913496853,71.92091053072873,219,96.71028651666609,1
2015-03,402,18.34286134066512,31.292182508824304,60.24922777247637,96.12254526875955,9.144147598862947,70.84133628347095,189,79.04080683554002,0
2015-04,390,15.396644629730146,26.135947643856927,90.96601737330268,92.45579880934677,14.072532454719124,73.46910299565205,214,75.42156050032357,0
2015-05,343,27.01271452704765,27.714911911103222,89.41803349705604,114.29980567054582,11.58697050606768,90.11368307599969,193,90.78307205732554,0
2015-06,418,21.726322364058387,23.139362087239466,72.63299930413216,70.2480072441387,16.866506829259144,93.65471782423818,178,97.8757284190359,0
2015-07,408,10.848983788810894,27.345424006225716,81.62320263121882,73.95284522584143,12.739792915276926,122.8747255258497,196,89.64786783343729,0
2015-08,374,17.260919290627807,27.433943848740057,79.49871275996165,49.430800253438065,13.193449456878797,68.92408817709328,192,86.88325696785503,0
2015-09,471,12.798933006024493,30.960778745703767,100.0,70.03407070373031,9.091539861487874,110.81774915123823,185,87.57794292759476,0
2015-10,427,22.34405325042417,25.085747755613692,85.46169343617913,100.81842446582165,13.126204261140934,85.63243467443488,173,89.0874537936663,0
2015-11,348,13.463038347853777,28.881502994929505,72.06564364389489,102.0464897674477,13.440420712176035,92.38887655926784,207,88.05150868416584,0
2015-12,334,17.31628883223972,34.575558320230456,65.6168833600885,47.46239375131803,3.4680076596617195,103.34220867256663,193,85.60895431626469,1
2016-01,358,18.84983608986247,28.76159089281822,56.791258773453066,111.62358094960467,5.967287312727992,62.22646216413339,198,87.19248841094148,1
2016-02,447,19.661040339100467,28.997063984076384,71.19193539168302,120.06722994438054,15.949536601377076,101.43395942582299,200,84.57947522864349,1
2016-03,374,13.740277099981682,30.62655880017153,68.30961215547231,81.53969936664083,13.807463824552954,90.61184726167326,210,80.53513339551688,0
2016-04,422,17.421150216938855,26.40980630718585,62.58533258619565,140.54098276249408,11.367207483438428,97.88772626421651,184,83.55545513875359,0
2016-05,380,15.523708354629454,28.111471614159427,63.808406286491056,54.1096830971232,11.479732290686528,93.99638899602589,174,77.07230676208421,0
2016-06,397,12.795640777560244,28.69865003697104,62.16505855443617,42.20769248913669,14.099412052014456,143.22931707773034,221,84.55992824273746,0
2016-07,463,24.515572512871902,28.269756245587548,93.10972487273604,28.298294185716713,8.157475391132532,70.8381776730376,198,79.85131687341743,0
2016-08,364,20.01173084924637,25.32749330848516,87.9313885089179,125.83382774357082,8.21703607876496,88.79330650094363,195,78.83203674525069,0
2016-09,440,11.47755261388569,27.21054851923367,74.96186100218465,103.17822877631693,12.945996284843947,80.70535989870287,182,85.2373399102998,0
2016-10,424,21.854807707998262,29.55453486465839,88.34343550644199,76.15502801983713,6.9000192546523005,79.56017435918238,167,91.36220304523764,0
2016-11,340,26.473314938877536,34.526955789007935,75.40789019426651,90.96458778047501,13.91272626713343,77.08757545202079,208,89.9303976308223,0
2016-12,454,22.709152541805675,31.464250152249058,69.13691082501374,44.93759519312912,1.6052329333131585,114.63699284672401,209,76.15331688948233,1
2017-01,450,12.0421005045981,38.339693681279634,88.9393124144475,157.0666117929423,16.59705327888726,119.97345224493512,218,80.44512854061854,1
2017-02,387,15.089994767653439,24.530973562833196,78.79071642354609,86.95347287932208,14.455832313206331,80.52072088286064,173,91.1168506955679,1
2017-03,440,24.26421609841098,31.713967272634598,63.66205141237137,78.6046503279238,13.44000506356678,75.01970193592577,208,80.41327039012165,0
2017-04,433,15.010792564497907,29.665958854826496,71.18995600264648,107.20290929783592,15.885779778801613,99.69705317149382,169,83.50724872109774,0
2017-05,402,19.747973173074982,35.340845999937656,66.48915809814201,91.75045972653115,21.59308006317758,78.36352385345859,209,86.45213361006813,0
2017-06,400,20.16526825464415,23.005998046598616,64.42135960729576,90.75680971977967,16.20567547687615,102.20481650414968,201,81.73638453359334,0
2017-07,404,13.848995862496158,23.1154563167068,84.90793402154847,58.12220290364734,3.7650860438685108,93.47373557596795,209,84.3568598801309,0
2017-08,370,16.8770958617259,26.865013521651097,93.58945940044872,103.33496909805548,6.029309528193177,63.08642799065655,188,79.17843455988472,0
2017-09,400,4.8619845798002865,18.952558956868327,60.4307017239775,135.34340498239175,8.229679801677802,122.7307741934438,205,82.63167964083843,0
2017-10,418,15.614157914805185,28.455179198945206,77.5033107495124,118.61601740405835,13.905766143663682,117.09638755791761,188,86.36214106774862,0
2017-11,441,15.617826251496002,24.39922175512782,70.25979386307606,127.69850076974323,13.394658270589135,79.71192851990156,197,76.77205252856098,0
2017-12,363,11.395305874263862,28.786126449101868,69.97307176832743,63.14763079289306,9.290435107842674,82.83017738543664,159,85.36666241576097,1
2018-01,403,26.00081554322015,30.909133855676515,68.71510093043007,54.31156490195283,13.93441614042837,95.6611815451604,193,85.23187600617922,1
2018-02,400,12.070110811005604,37.51077624502267,72.74630743889156,68.14483935482761,7.552465129156742,95.52358044047384,228,88.38237610448155,1
2018-03,381,15.570749314552149,33.8631989293806,76.08272209617964,76.40333527292906,10.334876285104587,106.54322361341465,173,85.03049055417551,0
2018-04,347,19.562866996540443,26.90075160794353,65.18691673569926,107.48673094623248,4.716648001159935,133.04667016169557,207,91.66488067554012,0
2018-05,456,23.1594776165276,25.43040384041803,76.8518530653873,33.9775990684233,7.672527398725336,84.14242244664818,201,85.66398442824848,0
2018-06,404,14.082561108829179,30.560203635227207,76.79451032390214,134.43957644672804,5.5018988106895526,75.25521197060452,184,83.4375449223233,0
2018-07,334,23.330580879959108,23.49742824808407,72.83706035241143,74.73751694994296,6.986324993642788,59.4986452360856,172,85.6152905912846,0
2018-08,440,17.553020835932646,34.77464934708888,63.04780742294929,66.34945928562735,18.07901725619898,71.24254470679482,180,86.09017079122034,0
2018-09,392,16.2312736090737,31.89956159946284,71.07074456346707,49.98712955776089,8.046494276392497,87.45730886875415,234,84.71436258216603,0
2018-10,379,19.242698974049745,26.11992293417023,81.21762408717957,36.16369135706787,23.413378350948776,128.47833768750405,206,85.42758424140844,0
2018-11,485,19.538334154303186,20.97727726111156,83.75576742867891,100.05835184790458,15.770929747282599,82.50714915540483,210,82.33156990300598,0
2018-12,394,15.898425071771314,32.96226144733438,67.38454368344378,83.39138392932605,11.261688630438696,96.01501529306985,236,81.067858802851,1
2019-01,371,19.580949629358873,28.238228066446244,75.09867926297476,46.17716115668053,8.74075730343559,91.84682943908895,204,80.17462351555154,1
2019-02,385,18.02025680927981,33.90657045646435,85.07590395718812,43.653107687790744,16.628254533872543,115.31640033030655,213,91.85341064709773,1
2019-03,393,18.486073530070758,21.710696251114378,58.441658209841094,70.87436710428987,8.030844438595933,138.61420373180357,219,78.21698364798567,0
2019-04,411,19.895104827738002,27.080029989240174,82.13914927404379,135.0758762215175,12.199234785272223,80.67839217561541,183,81.45244040752769,0
2019-05,403,24.804039407520523,26.879285684739227,69.34322804513047,58.696097994095666,23.69471802285804,82.61243972531861,237,81.20721450860114,0
2019-06,365,12.371022634940498,27.99426291577925,79.01327337594985,38.295088004111356,11.304779471088015,113.14609153082216,191,88.24247955490738,0
2019-07,400,28.545520746151688,25.48291579348022,66.0803087699399,69.35732966178455,17.43833234724264,107.20456990695016,202,83.97311335629165,0
2019-08,421,10.328184132992728,28.624863112316937,59.011100628517134,62.6651284232876,9.263778406639902,129.05905805632386,206,91.60980441468259,0
2019-09,364,17.027538068545557,23.646837596626924,58.055024956955286,1.649413709377753,13.1353662936348,102.73290832914402,201,81.6805083247622,0
2019-10,369,20.537949131803217,27.308734551531543,74.67355254012982,85.23944673028042,22.249686988967504,86.0246088992081,237,86.72681467437752,0
2019-11,352,17.776841181410433,29.994632270089728,75.68697985851612,72.3847215206012,8.30299668448286,101.733532836099,232,80.39948832225318,0
2019-12,432,14.537587882206974,30.688567020789776,66.80403188014284,105.65056368041725,20.853020916240116,109.528447657975,199,94.10838268875837,1
2020-01,365,18.367924906515327,29.822272688026352,85.51097442626003,143.53007413830358,13.855321485056425,105.920442732116,179,78.34536803480019,1
2020-02,378,15.371101982393274,25.35552419898271,56.249733548801856,120.37152315435296,8.381796054032472,97.9107726877266,189,86.70615813254457,1
2020-03,395,14.595629989541214,23.084577012582866,74.38764092687235,80.13316193021205,16.12689032837506,109.30795896685993,172,88.33162881950689,0
2020-04,454,21.935061140611385,33.69280499106265,65.71427911320629,50.51486019310935,18.47835507168188,112.9523557967669,231,87.11037453984335,0
2020-05,431,20.613766098523186,29.102771949068536,68.32235613948697,157.57796229200378,13.87470093920606,115.26592005775066,223,84.62226997359649,0
2020-06,387,15.947314929622449,24.046614617050306,76.37873030566361,73.76672396094881,3.5564121413948238,102.05031316287574,202,83.76975045588286,0
2020-07,369,22.59444718753882,33.832401126019036,64.27107929086672,79.18756631673864,8.337908363916732,80.97679439280155,189,85.24573841700608,0
2020-08,452,18.472402994936974,29.55144715687562,72.01105875211705,75.06001441011895,11.042567981062081,93.57415485078528,196,84.83708277026248,0
2020-09,429,19.829637808613995,34.60177504218992,84.68863956213531,96.79725641052472,10.818229334578122,114.13379575625382,208,89.7345057654722,0
2020-10,337,22.019849019649936,29.813317453912624,71.20254129612823,74.78975858012005,15.52742153221748,71.2100206870507,199,94.80929107955066,0
2020-11,461,14.361340117469576,35.75414227774167,85.73169322378092,63.40616382751534,12.414665657595354,99.35120318275524,218,81.25105270530528,0
2020-12,349,15.508442822757075,33.901745936483806,68.88205873746104,66.35165864299057,5.308825935571215,84.94593416633246,172,78.98183742638398,1
2021-01,388,22.317368562342104,27.14502965299491,81.45730812557997,79.23541412538232,14.447273503033516,85.75221686558942,210,85.9510619211863,1
2021-02,443,20.99771107113452,30.11784443825457,90.06727883974334,72.17251206814082,15.059350996230053,113.28086291644733,203,99.07382979609564,1
2021-03,382,18.372281396225013,30.904671512525372,50.67232360188178,55.50137971101281,14.36256634912863,91.51455431103618,189,81.21378310989338,0
2021-04,409,20.63431187813621,33.326923643830725,66.32471485967385,84.16594410694313,17.294293823847276,88.10902165979638,202,91.99245142520364,0
2021-05,352,22.467141352773556,23.67426965581134,81.44768895872878,68.6383305488841,16.081247813539186,65.29130170619686,187,93.38215251360933,0
2021-06,388,16.56155457273792,29.14950277272696,72.37874331929201,118.51967710137713,13.925889366260057,104.34359290422601,183,83.79431392341046,0
2021-07,453,20.245402649577237,32.74729805396807,79.04838068625232,0.0,11.390375380039663,102.11613909888968,170,88.46340377638285,0
2021-08,376,17.45982166912768,20.432341214645632,71.59534320405771,112.5600215724318,5.29384250292476,127.25350737288893,183,92.93450559295881,0
2021-09,404,18.657743613503648,22.09704911362661,73.85281274416973,115.23604465234257,14.709010543604167,85.75068939156766,192,83.73298652790378,0
2021-10,438,22.902943164238383,16.97080907567795,75.7229847683373,14.33618812838624,12.742958117786396,90.66523136871835,171,82.7127029928726,0
2021-11,412,21.839961475001754,26.89485775717113,89.3120507512778,62.68778485923036,14.054848590487603,95.16747156501408,225,81.39592405240857,0
2021-12,369,22.326545881312356,32.642420619853596,77.30807137902997,68.44124615698279,5.282437631142443,122.38119640914407,178,78.84202495551334,1
2022-01,338,22.85696249907443,35.670687422931984,74.13231682273482,30.251047288310353,7.767841935545329,92.17606513977691,214,82.22318409301839,1
2022-02,477,17.24480569919203,27.83928286509283,69.66558636458646,60.465779190721754,17.63540645886261,91.65396931804945,182,79.59440216590882,1
2022-03,409,19.68300269115882,33.912250121923385,72.71792685239728,47.09492340069765,11.694922086712495,93.09939372686831,206,85.01659131409777,0
2022-04,359,14.792576384250175,22.948368423215456,70.62868199720603,125.28035580538405,15.8552204126734,94.28373109738824,178,80.27720416796723,0
2022-05,354,21.35287253989409,20.188084803391092,76.94591695919316,106.52430640917451,10.570715728583806,86.47286125352198,233,86.14918046541911,0
2022-06,349,16.376219416807576,28.079601104232992,69.78060534934093,114.38587082187185,11.02201322856892,97.59863891678447,196,76.73394187830806,0
2022-07,455,18.166730236385103,30.302342074141922,79.57898862197324,103.24603447339295,15.497494023480932,112.10161324301932,210,85.85823045637854,0
2022-08,390,20.103814801858732,29.09615423150794,96.84747512285715,52.830699093598845,9.562719453676838,67.99478545488266,224,89.50663849335388,0
2022-09,366,15.034523964875211,19.63007752336054,83.23338283597754,54.888529663378065,14.21311888419001,95.08076127284944,247,74.27332956462405,0
2022-10,435,27.18528631528114,27.439846091771884,71.00611585469221,95.25636723257463,11.91992370266742,73.07694510210314,203,85.30393311627377,0
2022-11,441,14.836403962360937,21.904139411224026,86.2286229235518,42.53550175540843,10.46556996427918,115.3300058865655,199,89.79423049200328,0
2022-12,352,12.560168110280133,29.851809841280293,69.07442590078747,104.74665328742397,10.95498385760126,61.05267238182439,209,77.34853443972801,1
2023-01,467,22.46532178021386,29.23991409248587,57.849506027160345,73.8562211964444,11.309611124015825,82.00219277706486,183,93.61037385076472,1
2023-02,421,21.44923072634004,24.607846361506756,64.27449595240327,64.99552911481797,9.06358309194859,105.82321761802365,211,87.24550048500639,1
2023-03,369,20.247788142025072,26.858116956886473,58.72639783139244,99.73352936777165,17.490996875959365,122.48772848622312,172,81.57546081571611,0
2023-04,436,22.12072761307711,22.95996696176385,74.52749726343183,89.34777006056375,6.906115890651365,87.15810390141775,207,85.30888626419141,0
2023-05,373,18.441987860250592,29.241972179866835,77.18080558819145,74.5510507184206,10.897497960608415,78.81928652956005,217,88.98359341872572,0
2023-06,373,15.145860300106492,31.549445680962386,90.90113249731674,114.88645234428715,9.329254130931998,122.31591367414445,223,84.78776042623694,0
2023-07,465,18.96609950144232,24.035728520309387,79.07673391831484,57.07405360076812,17.255589611392875,58.95558259840795,175,88.10025743947025,0
2023-08,442,16.464827011436878,29.268974382923552,72.76060349912952,98.1747641392548,13.730684138675407,44.79603355325905,231,78.8170165271973,0
2023-09,381,22.081500492374712,23.454729266237294,81.48665209037463,94.2510039044992,16.086479671603367,97.22802380726287,209,87.22551386644375,0
2023-10,392,16.114938526035598,25.71255406731167,53.53736547336435,63.14503485751616,4.81144499892629,80.41598012904895,206,76.68659627725694,0
2023-11,456,15.097699164582595,28.308722457274204,74.99806599876605,80.76829228598382,15.409333999096267,67.10808386023913,205,83.73378857421606,0
2023-12,362,16.063099739596197,23.57770315320429,85.08401071579279,34.54591299341347,15.52876938653076,107.53022094796047,201,79.88275227894296,1
2014-01,362,14.310164152542722,30.249457525216123,68.44672820401205,31.57735201800289,16.295302722365186,92.2517425964785,169,94.45774455713759,1
2014-02,450,18.460590292682078,27.045075835509856,61.6997370020409,117.98256743330072,11.731846768414345,111.95442801112382,191,80.52349480699186,1
2014-03,336,26.93386079341486,24.20769736440744,92.91380537990699,96.64199933128094,10.820851766750856,79.05831021902448,246,77.7052834192833,0
2014-04,414,12.831334872318179,28.83313903581184,72.90109988620208,68.1130970394944,17.502176781603065,120.08585175551403,190,72.86631769849852,0
2014-05,446,21.220406795845264,27.5974063594888,68.90012445675197,90.15885406246433,7.284570559625377,139.3436796053314,184,80.8417137238173,0
2014-06,369,11.402794161586558,27.51301311051023,80.25189798629633,146.65155055239632,4.656347068490651,80.28801699962077,190,77.76062173217976,0
2014-07,342,15.187775327586662,26.185394865283953,73.7987111018544,90.65296291696555,3.538368727355402,78.58799650938616,227,93.10536254205651,0
2014-08,410,22.68596922906243,29.65078825105065,73.23517227860764,89.92994126014696,14.991838729256877,118.64981350702413,179,87.3456053169516,0
2014-09,372,19.713830026443645,22.965568030121716,82.21442270563766,65.4366378596158,6.8298377087882205,119.74575534249048,216,81.74605266658904,0
2014-10,358,14.000835071760036,23.829252059795756,83.3082086148593,61.04624807051343,18.236582313851937,74.61903984985504,232,95.20708851839666,0
2014-11,444,14.291355470842182,24.294823647722804,68.00116386726076,108.60660370048885,1.178963130553899,78.60648544911399,227,91.29935000655902,0
2014-12,371,21.257197207490655,27.84379799349979,72.68151001575836,58.3991810024257,19.998232205063175,80.66734438167754,202,83.1056663617129,1
2015-01,447,15.029926578258639,29.218621556082976,70.73486200112764,80.09381365667777,11.798325991117451,66.73634130336892,213,73.44581759736487,1
2015-02,423,19.31444746164606,36.00710193413884,53.276965081964974,63.133358188316,12.101925184397654,76.73544208834387,213,97.565061842868,1
2015-03,406,17.827480009431035,30.596274313812064,60.9084719927003,85.86959616897666,7.8604286940792045,66.63088429307489,186,79.13541090964824,0
2015-04,371,15.015303335315519,28.531672227910164,84.75185959017597,88.71290437892218,12.69578629246403,76.28226923732876,237,76.20659952225306,0
2015-05,378,26.15799655986952,28.274276947617643,90.731984301187,115.80315859672761,12.662895701896371,91.92685152567363,218,89.53365200232689,0
2015-06,385,21.477914240769405,24.287738635654787,72.62289650806056,63.67904154927966,19.017080779045273,90.20748829075082,164,96.97378873240805,0
2015-07,359,9.53120437812848,27.97996818207793,81.03187205340623,74.13144617384388,12.495041474698239,121.49294669781854,213,92.55760146793152,0
2015-08,451,18.286086527703485,28.192031267156235,78.7153425764689,56.193085309797176,11.534112688320123,77.63346768126377,185,87.30885033050764,0
2015-09,465,14.41078823936408,29.554725942426295,100.0,68.53536715670981,9.47638484715247,111.71788856860456,157,87.85450923473617,0
2015-10,381,21.863747140901665,23.16666088766973,86.18071838580421,93.67158860014958,12.723273828639709,84.98432149149222,175,89.54067161024099,0
2015-11,335,15.141618848400416,31.296889625676933,74.43005922122822,95.92054618917278,13.65544708512369,87.33016623129672,189,87.88975102288596,0
2015-12,361,17.09228600964377,35.16715748414204,65.35468642045097,50.72221635416135,3.348119259834949,97.4290050891694,179,85.43784883151775,1
2016-01,413,19.31057040836397,28.152097090385418,56.90086948391473,114.72131013565279,5.572122599384581,68.95698053710423,200,85.36274163835539,1
2016-02,418,23.3391941899082,28.47837325864822,77.09943924141157,121.188121669629,15.678660526588134,103.49164528544397,201,84.66121317545404,1
